id	name
249	Weapon Mastery
250	Weapon Mastery
251	Robe Mastery
252	Light Armor Mastery
253	Heavy Armor Mastery
254	Spoil
255	Power Smash
256	Accuracy
257	Sword Blunt Mastery
258	Light Armor Mastery
259	Heavy Armor Mastery
260	Hammer Crush
261	Triple Sonic Slash
262	Holy Blessing
263	Deadly Blow
264	Song of Earth
265	Song of Life
266	Song of Water
267	Song of Warding
268	Song of Wind
269	Song of Hunter
270	Song of Invocation
271	Dance of the Warrior
272	Dance of Inspiration
273	Dance of the Mystic
274	Dance of Fire
275	Dance of Fury
276	Dance of Concentration
277	Dance of Light
278	Summon Viper Cubic
279	Lightning Strike
280	Burning Fist
281	Soul Breaker
282	Puma Spirit Totem
283	Summon Dark Panther
284	Hurricane Assault
285	Higher Mana Gain
286	Provoke
287	Lionheart
288	Guard Stance
289	Life Leech
290	Final Frenzy
291	Final Fortress
292	Bison Spirit Totem
293	Two-handed Weapon Mastery
294	Shadow Sense
295	Iron Body
296	Chameleon Rest
297	Duelist Spirit
298	Rabbit Spirit Totem
299	Summon Wild Hog Cannon
301	Summon Big Boom
302	Spoil Festival
303	Soul of Sagittarius
304	Song of Vitality
305	Song of Vengeance
306	Song of Flame Guard
307	Dance of Aqua Guard
308	Song of Storm Guard
309	Dance of Earth Guard
310	Dance of the Vampire
311	Dance of Protection
312	Vicious Stance
313	Snipe
314	Fatal Counter
315	Crush of Doom
316	Aegis
317	Focus Attack
318	Aegis Stance
319	Agile Movement
320	Wrath
321	Blinding Blow
322	Shield Fortress
323	Quiver of Arrow: Grade A
324	Quiver of Arrow: Grade S
325	Strider Siege Assault
326	Build Advanced Headquarters
327	Wyvern Aegis
328	Wisdom
329	Health
330	Skill Mastery
331	Skill Mastery
332	Extra Inventory
333	Extra Sales Slots
334	Focus Skill Mastery
335	Fortitude
336	Arcane Wisdom
337	Arcane Power
338	Arcane Agility
339	Parry Stance
340	Riposte Stance
341	Touch of Life
342	Touch of Death
343	Lethal Shot
344	Lethal Blow
345	Sonic Rage
346	Raging Force
347	Earthquake
348	Spoil Crush
349	Song of Renewal
350	Physical Mirror
351	Magical Mirror
352	Shield Bash
353	Shield Slam
354	Hamstring Shot
355	Focus Death
356	Focus Chance
357	Focus Power
358	Bluff
359	Eye of Hunter
360	Eye of Slayer
361	Shock Blast
362	Armor Crush
363	Song of Meditation
364	Song of Champion
365	Siren's Dance
366	Dance of Shadows
367	Dance of Medusa
368	Vengeance
369	Evade Shot
370	Clan Vitality
371	Clan Spirituality
372	Clan Essence
373	Clan Lifeblood
374	Clan Morale
375	Clan Clarity
376	Clan Might
377	Clan Aegis
378	Clan Empowerment
379	Clan Magic Protection
380	Clan Guidance
381	Clan Agility
382	Clan Withstand-Attack
383	Clan Shield Boost
384	Clan Cyclonic Resistance
385	Clan Magmatic Resistance
386	Clan Fortitude
387	Clan Freedom
388	Clan Vigilance
389	Clan March
390	Clan Luck
391	Clan Imperium
392	
393	
394	
395	Heroic Miracle
396	Heroic Berserker
397	
398	
399	
400	Tribunal
401	Judgment
402	Arrest
403	Shackle
404	Mass Shackling
405	Banish Undead
406	Angelic Icon
407	Psycho Symphony
408	Demonic Blade Dance
409	Critical Blow
410	Mortal Strike
411	Stealth
412	Sand Bomb
413	Rapid Fire
414	Dead Eye
415	Spirit of Sagittarius
416	Blessing of Sagittarius
417	Pain of Sagittarius
418	Quiver of Holding
419	Summon Treasure Key
420	Zealot
421	Fell Swoop
422	Polearm Accuracy
423	Infernal Form
424	War Frenzy
425	Hawk Spirit Totem
426	Battle Force
427	Spell Force
428	Inner Rhythm
429	Knighthood
430	Master of Combat
431	Archery
432	Assassination
433	Arcane Roar
434	Necromancy
435	Summon Lore
436	Divine Lore
437	Song of Silence
438	Soul of the Phoenix
439	Shield of Revenge
440	Braveheart
441	Force Meditation
442	Sonic Barrier
443	Force Barrier
444	Festive Sweeper
445	Mirage
446	Dodge
447	Counterattack
448	Summon Swoop Cannon
449	Summon Attractive Cubic
450	Banish Seraph
451	Sonic Move
452	Shock Stomp
453	Escape Shackle
454	Symbol of Defense
455	Symbol of Noise
456	Symbol of Resistance
457	Symbol of Honor
458	Symbol of Energy
459	Symbol of the Sniper
460	Symbol of the Assassin
461	Break Duress
1001	Soul Cry
1002	Flame Chant
1003	Pa'agrian Gift
1004	The Wisdom of Pa'agrio
1005	Blessings of Pa'agrio
1006	Chant of Fire
1007	Chant of Battle
1008	The Glory of Pa'agrio
1009	Chant of Shielding
1010	Soul Shield
1011	Heal
1012	Cure Poison
1013	Recharge
1015	Battle Heal
1016	Resurrection
1018	Purify
1020	Vitalize
1027	Group Heal
1028	Might of Heaven
1031	Disrupt Undead
1032	Invigor
1033	Resist Poison
1034	Repose
1035	Mental Shield
1036	Magic Barrier
1040	Shield
1042	Hold Undead
1043	Holy Weapon
1044	Regeneration
1045	Blessed Body
1047	Mana Regeneration
1048	Blessed Soul
1049	Requiem
1050	Return
1056	Cancellation
1059	Empower
1059	Greater Empower
1062	Berserker Spirit
1064	Silence
1068	Might
1069	Sleep
1071	Surrender To Water
1072	Sleeping Cloud
1073	Kiss of Eva
1074	Surrender To Wind
1075	Peace
1077	Focus
1078	Concentration
1083	Surrender To Fire
1085	Acumen
1086	Haste
1087	Agility
1090	Life Drain
1092	Fear
1095	Venom
1096	Seal of Chaos
1097	Dreaming Spirit
1099	Seal of Slow
1100	Chill Flame
1101	Blaze Quake
1102	Aura Sink
1104	Seal of Winter
1105	Madness
1107	Frost Flame
1108	Seal of Flame
1111	Summon Kat the Cat
1126	Servitor Recharge
1127	Servitor Heal
1128	Summon Shadow
1129	Summon Reanimated Man
1139	Servitor Magic Shield
1140	Servitor Physical Shield
1141	Servitor Haste
1144	Servitor Wind Walk
1145	Bright Servitor
1146	Mighty Servitor
1147	Vampiric Touch
1148	Death Spike
1151	Corpse Life Drain
1154	Summon Corrupted Man
1155	Corpse Burst
1156	Forget
1157	Body To Mind
1159	Curse Death Link
1160	Slow
1163	Curse Discord
1164	Curse: Weakness
1167	Poisonous Cloud
1168	Curse: Poison
1169	Curse Fear
1170	Anchor
1171	Blazing Circle
1172	Aura Burn
1174	Frost Wall
1175	Aqua Swirl
1176	Tempest
1177	Wind Strike
1178	Twister
1181	Flame Strike
1182	Resist Aqua
1183	Freezing Shackle
1184	Ice Bolt
1189	Resist Wind
1191	Resist Fire
1201	Dryad Root
1204	Wind Walk
1206	Wind Shackle
1208	Seal of Binding
1209	Seal of Poison
1210	Seal of Gloom
1213	Seal of Mirage
1216	Self Heal
1217	Greater Heal
1218	Greater Battle Heal
1219	Greater Group Heal
1220	Blaze
1222	Curse Chaos
1223	Surrender To Earth
1224	Surrender To Poison
1225	Summon Mew the Cat
1226	Summon Boxer the Unicorn
1227	Summon Mirage the Unicorn
1228	Summon Silhouette
1229	Chant of Life
1230	Prominence
1231	Aura Flare
1232	Blazing Skin
1233	Decay
1234	Vampiric Claw
1235	Hydro Blast
1236	Frost Bolt
1237	Ice Dagger
1238	Freezing Skin
1239	Hurricane
1240	Guidance
1242	Death Whisper
1243	Bless Shield
1244	Freezing Flame
1245	Steal Essence
1246	Seal of Silence
1247	Seal of Scourge
1248	Seal of Suspension
1249	The Vision of Pa'agrio
1250	Under the Protection of Pa'agrio
1251	Chant of Fury
1252	Chant of Evasion
1253	Chant of Rage
1254	Mass Resurrection
1255	Party Recall
1256	The Heart of Pa'agrio
1257	Decrease Weight
1258	Restore Life
1259	Resist Shock
1260	The Tact of Pa'agrio
1261	The Rage of Pa'agrio
1262	Transfer Pain
1263	Curse Gloom
1264	Solar Spark
1265	Solar Flare
1266	Shadow Spark
1267	Shadow Flare
1268	Vampiric Rage
1269	Curse Disease
1271	Benediction
1272	Word of Fear
1273	Serenade of Eva
1274	Energy Bolt
1275	Aura Bolt
1276	Summon Kai the Cat
1277	Summon Merrow the Unicorn
1278	Summon Soulless
1279	Summon Binding Cubic
1280	Summon Aqua Cubic
1281	Summon Spark Cubic
1282	Pa'agrian Haste
1283	Soul Guard
1284	Chant of Revenge
1285	Seed of Fire
1286	Seed of Water
1287	Seed of Wind
1288	Aura Symphony
1289	Inferno
1290	Blizzard
1291	Demon Wind
1292	Elemental Assault
1293	Elemental Symphony
1294	Elemental Storm
1295	Aqua Splash
1296	Rain of Fire
1297	Clear Mind
1298	Mass Slow
1299	Servitor Empowerment
1300	Servitor Cure
1301	Servitor Blessing
1303	Wild Magic
1304	Advanced Block
1305	The Honor of Pa'agrio
1306	Ritual of Life
1307	Prayer
1308	Chant of Predator
1309	Chant of Eagle
1310	Chant of Vampire
1311	Body of Avatar
1312	Fishing
1313	Pumping
1314	Reeling
1315	Fishing Expertise
1316	Fishing Expertise -C-Grade
1317	Fishing Expertise -B-Grade
1318	Fishing Expertise -A-Grade
1319	Fishing Expertise -S-Grade
1320	Create Common Item
1321	Dwarven Craft
1322	Common Craft
1323	Noblesse Blessing
1324	Summon CP Potion
1325	Fortune of Noblesse
1326	Harmony of Noblesse
1327	Symphony of Noblesse
1328	Mass Summon Storm Cubic
1329	Mass Summon Aqua Cubic
1330	Mass Summon Phantom Cubic
1331	Summon Feline Queen
1332	Summon Unicorn Seraphim
1333	Summon Nightshade
1334	Summon Cursed Man
1335	Balance Life
1336	Curse of Doom
1337	Curse of Abyss
1338	Arcane Chaos
1339	Fire Vortex
1340	Ice Vortex
1341	Wind Vortex
1342	Light Vortex
1343	Dark Vortex
1344	Mass Warrior Bane
1345	Mass Mage Bane
1346	Warrior Servitor
1347	Wizard Servitor
1348	Assassin Servitor
1349	Final Servitor
1350	Warrior Bane
1351	Mage Bane
1352	Elemental Protection
1353	Divine Protection
1354	Arcane Protection
1355	Prophecy of Water
1356	Prophecy of Fire
1357	Prophecy of Wind
1358	Block Shield
1359	Block Wind Walk
1360	Mass Block Shield
1361	Mass Block Wind Walk
1362	Chant of Spirit
1363	Chant of Victory
1364	The Eye of Pa'agrio
1365	The Soul of Pa'agrio
1366	Seal of Despair
1367	Seal of Disease
1368	Expand Dwarven Craft
1369	Expand Common Craft
1370	Expand Trade
1371	Expand Storage
1372	Expand Inventory
1373	Strider Mastery
1374	Heroic Valor
1375	Heroic Grandeur
1376	Heroic Dread
1377	
1378	
1379	
1380	Betray
1381	Mass Fear
1382	Mass Gloom
1383	Mass Surrender to Fire
1384	Mass Surrender to Water
1385	Mass Surrender to Wind
1386	Arcane Disruption
1387	Summon Cursed Bones
1388	Greater Might
1389	Greater Shield
1390	War Chant
1391	Earth Chant
1392	Holy Resistance
1393	Unholy Resistance
1394	Trance
1395	Erase
1396	Magical Backfire
1397	Clarity
1398	Mana Burn
1399	Mana Storm
1400	Turn Undead
1401	Major Heal
1402	Major Group Heal
1403	Summon Friend
1404	Word of Invitation
1405	Divine Inspiration
1406	Summon Feline King
1407	Summon Magnus the Unicorn
1408	Summon Spectral Lord
1409	Cleanse
1410	Salvation
1411	Mystic Immunity
1412	Spell Turning
1413	Magnus' Chant
1414	Victories of Pa'agrio
1415	Pa'agrio's Emblem
1416	Pa'agrio's Fist
1417	Aura Flash
1418	Celestial Shield
1419	Volcano
1420	Cyclone
1421	Raging Waves
1422	Day of Doom
1423	Gehenna
1424	Anti-Summoning Field
1425	Purification Field
1426	Miracle
1427	Flames of Invincibility
1428	Mass Recharge
1429	Gate Chant
1430	Invocation
2001	Red Potion
2002	Healing Drug
2003	Squash Seed
2004	Large Squash Seed
2005	Pollen
2006	Scroll: Enchant Weapon (Grade A)
2007	Scroll: Enchant Armor (Grade A)
2008	Item - Beast Spirit Shot
2009	Item - Beast Blessed Spirit Shot
2010	Endeavor Potion
2011	Haste Potion
2012	Potion of Alacrity
2013	Scroll of Escape
2014	Scroll of Resurrection
2015	Scroll: Enchant Weapon (Grade B)
2016	Scroll: Enchant Armor (Grade B)
2017	Scroll: Enchant Weapon (Grade C)
2018	Scroll: Enchant Armor (Grade C)
2019	Scroll: Enchant Weapon (Grade D)
2020	Scroll: Enchant Armor (Grade D)
2021	Scroll: Enchant Weapon (Grade S)
2022	Scroll: Enchant Armor (Grade S)
2023	Elven Firework
2024	Firework
2025	Large Firework
2026	Scroll: Enchant Weapon (Grade S)
2027	Scroll: Enchant Weapon (Grade A)
2028	Scroll: Enchant Weapon (Grade B)
2029	Scroll: Enchant Weapon (Grade C)
2030	Scroll: Enchant Weapon (Grade D)
2031	Lesser Healing Potion
2032	Healing Potion
2033	Item - Beast Soul Shot
2034	Greater Haste Potion
2035	Greater Swift Attack Potion
2036	Blessed Scroll of Escape
2036	L2day Blessed Scroll of Escape
2037	Greater Healing Potion
2038	Quick Healing Potion
2039	Soulshot: No Grade
2040	Scroll of Escape: Clan Hall
2041	Scroll of Escape: Castle
2042	Antidote
2043	Greater Antidote
2044	Bandage
2045	Emergency Dressing
2046	Wolves' Necklace
2047	Spiritshot: No Grade
2048	Wolves' Food
2049	Blessed Scroll of Resurrection
2050	Scroll of Guidance
2051	Scroll of Death Whisper
2052	Scroll of Focus
2053	Scroll of Greater Acumen
2054	Scroll of Haste
2055	Scroll of Agility
2056	Scroll of Mystic Empower
2057	Scroll of Might
2058	Scroll of Wind Walk
2059	Scroll of Shield
2060	Healing Medicine
2061	Blessed Spiritshot: No Grade
2062	none
2063	Hatchling Food
2064	Scroll of Mana Regeneration
2065	Box Key
2066	Item - Theme Sound Crystal
2067	Item - Theme Sound Crystal
2068	Item - Race Sound Crystal
2069	Item - Race Sound Crystal
2070	Item - Race Sound Crystal
2071	Item - Race Sound Crystal
2072	Item - Race Sound Crystal
2073	Item - Theme Sound Crystal
2074	Potion of Critical Escape
2075	Decrease Hate Scroll
2076	Bless of Eva
2077	Potion of Revenge
2078	Compressed Package of Soulshots: No Grade
2079	Compressed Package of Soulshots: D-grade
2080	Compressed Package of Soulshots: C-grade
2081	Compressed Package of Soulshots: B-grade
2082	Compressed Package of Soulshots: A-grade
2083	Compressed Package of Soulshots: S-grade
2084	Compressed Package of Spiritshots: No Grade
2085	Compressed Package of Spiritshots: D-grade
2086	Compressed Package of Spiritshots: C-grade
2087	Compressed Package of Spiritshots: B-grade
2088	Compressed Package of Spiritshots: A-grade
2089	Compressed Package of Spiritshots: S-grade
2090	Compressed Package of Blessed Spiritshots: No Grade
2091	Compressed Package of Blessed Spiritshots: D-grade
2092	Compressed Package of Blessed Spiritshots: C-grade
2093	Compressed Package of Blessed Spiritshots: B-grade
2094	Compressed Package of Blessed Spiritshots: A-grade
2095	Compressed Package of Blessed Spiritshots: S-grade
2096	Soul Crystal
2097	Sowing
2098	Harvesting
2099	Escape: 5 minutes
2100	Escape: 1 second
2101	Feed: General Strider
2102	Feed: Clan Hall Strider
2103	Mystery Potion
2104	Greater Compressed Package of Soulshots: No-grade
2105	Greater Compressed Package of Soulshots:  D-grade
2106	Greater Compressed Package of Soulshots:  C-grade
2107	Greater Compressed Package of Soulshots:  B-grade
2108	Greater Compressed Package of Soulshots:  A-grade
2109	Greater Compressed Package of Soulshots: S-grade
2110	Greater Compressed Package of Spiritshots:  No-grade
2111	Greater Compressed Package of Spiritshots:  D-grade
2112	Greater Compressed Package of Spiritshots:  C-grade
2113	Greater Compressed Package of Spiritshots:  B-grade
2114	Greater Compressed Package of Spiritshots: A-grade
2115	Greater Compressed Package of Spiritshots: S-grade
2116	Greater Compressed Package of Blessed Spiritshots:  No-grade
2117	Greater Compressed Package of Blessed Spiritshots:  D-grade
2118	Greater Compressed Package of Blessed Spiritshots:  C-grade
2119	Greater Compressed Package of Blessed Spiritshots:  B-grade
2120	Greater Compressed Package of Blessed Spiritshots: A-grade
2121	Greater Compressed Package of Blessed Spiritshots: S-grade
2122	Facelifting Potion
2123	Facelifting Potion
2124	Facelifting Potion
2125	Dye Potion
2126	Dye Potion
2127	Dye Potion
2128	Dye Potion
2129	Hair Style Change Potion
2130	Hair Style Change Potion
2131	Hair Style Change Potion
2132	Hair Style Change Potion
2133	Hair Style Change Potion
2134	Hair Style Change Potion
2135	Hair Style Change Potion
2136	Rice Cake
2137	Summon Regular Tree
2138	Summon Special Tree
2139	Special Tree Recovery Bonus
2140	Item - Carol Sound Crystal
2141	Item - Carol Sound Crystal
2142	Item - Carol Sound Crystal
2143	Item - Carol Sound Crystal
2144	Item - Carol Sound Crystal
2145	Item - Carol Sound Crystal
2146	Item - Carol Sound Crystal
2147	Item - Carol Sound Crystal
2148	Item - Carol Sound Crystal
2149	Item - Carol Sound Crystal
2150	Soulshot: D-Grade
2151	Soulshot: C-Grade
2152	Soulshot: B-Grade
2153	Soulshot: A-Grade
2154	Soulshot: S-Grade
2155	Spiritshot: D-Grade
2156	Spiritshot: C-Grade
2157	Spiritshot: B-Grade
2158	Spiritshot: A-Grade
2159	Spiritshot: S-Grade
2160	Blessed Spiritshot: D-Grade
2161	Blessed Spiritshot: C-Grade
2162	Blessed Spiritshot: B-Grade
2163	Blessed Spiritshot: A-Grade
2164	Blessed Spiritshot: S-Grade
2165	Energy Stone
2166	CP Gauge Potion
2167	Scroll of SP
2168	Raid Blessing
2169	Magic Haste Potion
2169	Greater Magic Haste Potion
2170	Scroll: Cancel Sleep
2171	Spellbook Paper
2172	Scroll of Giants
2173	Book of Giants
2174	Ingredient Bag
2175	Ingredient Box
2176	Ancient Papyrus
2177	Blessed Scroll of Escape: Clan Hall
2178	Blessed Scroll of Escape: Castle
2179	Blessed Scroll of Resurrection: Pet
2180	Feed: Castle Strider
2181	Item - Fishing Shot
2182	Item - Fishing Shot
2183	Item - Fishing Shot
2184	Item - Fishing Shot
2185	Item - Fishing Shot
2186	Item - Fishing Shot
2187	Item - Special Sound Crystal
2188	Golden Spice
2189	Crystal Spice
2190	Item - Green Fish
2191	Item - Jade Fish
2192	Item - Blue Fish
2193	Item - Yellow Fish
2194	Item - Orange Fish
2195	Item - Violet Fish
2196	Item - Red Fish
2197	Item - White Fish
2198	Item - Black Fish
2199	Item - Green Treasue Box
2200	Item - Jade Treasue Box
2201	Item - Blue Treasue Box
2202	Item - Yellow Treasue Box
2203	Item - Orange Treasue Box
2204	Item - Violet Treasue Box
2205	Item - Red Treasue Box
2206	Item - White Treasue Box
2207	Item - Black Treasue Box
2208	Item - Blessed Scroll of Enchant Armor
2209	Item - Blessed Scroll of Enchant Armor
2210	Item - Blessed Scroll of Enchant Armor
2211	Item - Blessed Scroll of Enchant Armor
2212	Item - Blessed Scroll of Enchant Armor
2213	Escape - Talking Island Village
2213	Escape - Elven Village
2213	Escape - Dark Elf Village
2213	Escape - Orc Village
2213	Escape - Dwarven Village
2213	Escape - Gludin Village
2213	Escape - The Town of Gludio
2213	Escape - The Town of Dion
2213	Escape - Floran Village
2213	Escape - The Town of Giran
2213	Escape - Hardin's Academy
2213	Escape - Heine
2213	Escape - The Town of Oren
2213	Escape - Ivory Tower
2213	Escape - Hunters Village
2213	Escape - Aden Castle Town
2213	Escape - The Town of Goddard
2213	Escape - Rune Township
2213	Escape - The Town of Schuttgart
2213	Escape - Ketra Orc Village
2213	Escape - Varka Silenos Village
2214	Scroll of Escape to Talking Island
2214	Scroll of Escape to Elven Village
2214	Scroll of Escape to Dark Elven Village
2214	Scroll of Escape to Orc Village
2214	Scroll of Escape to Dwarven Village
2214	Scroll of Escape to Giran Castle Town
2215	Item - Quest Special Box
2216	Item - Quest Special Fish
2217	Item - Quest Treasure Box
2218	Item - Quest Sac
2219	Item - Quest Sac
2220	Item - Easy Green Fish
2221	Item - Easy Jade Fish
2222	Item - Easy Blue Fish
2223	Item - Easy Yellow Fish
2224	Item - Easy Orange Fish
2225	Item - Easy Violet Fish
2226	Item - Easy Red Fish
2227	Item - Easy White Fish
2228	Item - Easy Black Fish
2229	Treasure Chest Key - 1
2229	Treasure Chest Key - 2
2229	Treasure Chest Key - 3
2229	Treasure Chest Key - 4
2229	Treasure Chest Key - 5
2229	Treasure Chest Key - 6
2229	Treasure Chest Key - 7
2229	Treasure Chest Key - 8
2230	Item - Theme Sound Crystal
2231	Amulet: Protection of Valakas
2232	Amulet: Slay Valakas
2233	Amulet: Flames of Valakas
2234	Disrupting Arrow
2235	Anteroom Door Key
2236	Chapel Door Key
2237	Altar Door Key
2238	Room of Splendor Key
2239	Petrifaction Scroll
2240	Hot Spring Nectar
2241	Hot Spring Mineral Water
2242	Hot Spring Fountain Water
2243	Hot Spring Sulfur
2244	Herb of Life
2245	Herb of Mana
2246	Herb of Power
2247	Herb of Magic
2248	Bless of Fire
2249	Bless of Water
2250	Bless of Wind
2251	Bless of Earth
2252	Bless of Darkness
2253	Bless of Sacredness
2254	Crystal of Fire
2255	Crystal of Water
2256	Crystal of Wind
2257	Crystal of Earth
2258	Crystal of Darkness
2259	Crystal of Sacredness
2260	Key of Riddles
2261	Item - Hard Green Fish
2262	Item - Hard Jade Fish
2263	Item - Hard Blue Fish
2264	Item - Hard Yellow Fish
2265	Item - Hard Orange Fish
2266	Item - Hard Violet Fish
2267	Item - Hard Red Fish
2268	Item - Hard White Fish
2269	Item - Hard Black Fish
2270	Item - Adventurer Box
2271	Item - Hot Spring Fish
2272	Item - Fight Song Crystal
2273	Item - Red Devil Support Box
2274	Fisherman's Potion - Green
2274	Fisherman's Potion - Jade
2274	Fisherman's Potion - Blue
2274	Fisherman's Potion - Yellow
2274	Fisherman's Potion - Orange
2274	Fisherman's Potion - Purple
2274	Fisherman's Potion - Red
2274	Fisherman's Potion - White
2275	Fisherman's Recovery Potion
2276	Dewdrop of Destruction
2277	Event Gift Box
2278	Herb of Life
2278	Greater Herb of Life
2278	Superior Herb of Life
2279	Herb of Mana
2279	Greater Herb of Mana
2279	Superior Herb of Mana
2280	Herb of Power
2281	Herb of Magic
2282	Herb of Atk. Spd.
2283	Herb of Casting Spd.
2284	Herb of Critical Attack
2285	Herb of Speed
2286	Scroll: Recovery (No Grade)
2286	Scroll: Recovery (Grade D)
2286	Scroll: Recovery (Grade C)
2286	Scroll: Recovery (Grade B)
2286	Scroll: Recovery (Grade A)
2286	Scroll: Recovery (Grade S)
2287	Elixir of Life (No Grade)
2287	Elixir of Life (Grade D)
2287	Elixir of Life (Grade C)
2287	Elixir of Life (Grade B)
2287	Elixir of Life (Grade A)
2287	Elixir of Life (Grade S)
2288	Elixir of Mental Strength (No Grade)
2288	Elixir of Mental Strength (Grade D)
2288	Elixir of Mental Strength (Grade C)
2288	Elixir of Mental Strength (Grade B)
2288	Elixir of Mental Strength (Grade A)
2288	Elixir of Mental Strength (Grade S)
2289	Elixir of CP (No Grade)
2289	Elixir of CP (Grade D)
2289	Elixir of CP (Grade C)
2289	Elixir of CP (Grade B)
2289	Elixir of CP (Grade A)
2289	Elixir of CP (Grade S)
2290	Coffer of Shadows
2291	Facelifting Potion
2292	Facelifting Potion
2293	Facelifting Potion
2294	Dye Potion
2295	Dye Potion
2296	Dye Potion
2297	Dye Potion
2298	Hair Style Change Potion
2299	Hair Style Change Potion
2300	Hair Style Change Potion
2301	Hair Style Change Potion
2302	Hair Style Change Potion
2303	Hair Style Change Potion
2304	Hair Style Change Potion
2305	Primeval Potion
2306	Blue Primeval Crystal
2306	Green Primeval Crystal
2306	Red Primeval Crystal
2307	Remove Petrification Scroll
2308	Event Item
2309	Pig Chest
2310	Scroll of Guidance - Event Use
2311	Scroll of Death Whisper - Event Use
2312	Scroll of Focus - Event Use
2313	Scroll of Acumen - Event Use
2314	Scroll of Haste - Event Use
2315	Scroll of Agility - Event Use
2316	Scroll of Empower - Event Use
2317	Scroll of Might - Event Use
2318	Scroll of Wind Walk - Event Use
2319	Scroll of Shield - Event Use
2320	Blessed Scroll of Escape - Event Use
2321	Blessed Scroll of Resurrection - Event Use
2322	Chest Key - For Events Only
2323	Red Sage's Stone
2324	Blue Sage's Stone
2325	Orange Sage's Stone
2326	Black Sage's Stone
2327	White Sage's Stone
2328	Green Sage's Stone
3001	int_1
3002	int_2
3003	str_2
3004	maxmp_5
3005	Bleed
3006	Equip Set Items
3007	Special Ability: Guidance
3008	Special Ability: Guidance
3009	Special Ability: Evasion
3010	Special Ability: Focus
3011	Special Ability: Focus
3012	Special Ability: Anger
3013	Special Ability: Health
3014	Special Ability: Mana Up
3016	Special Ability: Critical Stun
3018	Special Ability: Back Blow
3019	Special Ability: Back Blow
3020	Special Ability: Critical Bleed
3021	Special Ability: Critical Bleed
3022	Special Ability: Critical Drain
3023	Special Ability: Critical Damage
3024	Special Ability: Critical Poison
3025	Special Ability: Critical Anger
3026	Special Ability: Critical Anger
3027	Special Ability: Rsk. Focus
3028	Special Ability: Rsk. Evasion
3029	Special Ability: Rsk. Evasion
3030	Special Ability: Rsk. Evasion
3031	Special Ability: Rsk. Evasion
3032	Special Ability: Rsk. Haste
3033	Special Ability: Rsk. Haste
3034	Special Ability: Rsk. Haste
3035	Special Ability: Mighty Mortal
3036	Special Ability: Haste
3037	Special Ability: Haste
3038	Special Ability: Haste
